nodelist=n23m[0074,0078],r23m[0207-0220]
# MPI communication: MPI-RMA with lock_all
# Running problem size 20^3 per domain until completion
# Num processors: 729
# Total number of elements: 5832000 

To run other sizes, use -s <integer>.
To run a fixed number of iterations, use -i <integer>.
To run a more or less balanced region set, use -b <integer>.
To change the relative costs of regions, use -c <integer>.
To print out progress, use -p
To write an output file for VisIt, use -v
See help (-h) for more options

Run completed:
   Problem size        =  20
   MPI tasks           =  729
   Iteration count     =  6499
   Final Origin Energy =  5.162211e+06
   Testing Plane 0 of Energy Array on rank 0:
        MaxAbsDiff   = 3.288733e-09
        TotalAbsDiff = 4.116191e-08
        MaxRelDiff   = 3.075683e-14

Elapsed time         =    1.4e+02 (s)
Grind time (us/z/c)  =  2.6227328 (per dom)  ( 136.36113 overall)
FOM                  =  277954.35 (z/s)

[MEMUSAGE] Total Memory Consumption (max_rss): 117634.684 MiB
[MEMUSAGE] Rank 0:	 161.266 MiB
[MEMUSAGE] Rank 502:	 161.371 MiB
[MEMUSAGE] Rank 503:	 161.109 MiB
[MEMUSAGE] Rank 504:	 161.367 MiB
[MEMUSAGE] Rank 505:	 161.367 MiB
[MEMUSAGE] Rank 506:	 161.434 MiB
[MEMUSAGE] Rank 507:	 159.391 MiB
[MEMUSAGE] Rank 508:	 161.605 MiB
[MEMUSAGE] Rank 509:	 161.520 MiB
[MEMUSAGE] Rank 510:	 161.422 MiB
[MEMUSAGE] Rank 511:	 161.418 MiB
[MEMUSAGE] Rank 512:	 163.305 MiB
[MEMUSAGE] Rank 513:	 163.234 MiB
[MEMUSAGE] Rank 514:	 161.590 MiB
[MEMUSAGE] Rank 515:	 161.363 MiB
[MEMUSAGE] Rank 516:	 161.594 MiB
[MEMUSAGE] Rank 517:	 161.434 MiB
[MEMUSAGE] Rank 518:	 161.414 MiB
[MEMUSAGE] Rank 519:	 161.438 MiB
[MEMUSAGE] Rank 520:	 161.605 MiB
[MEMUSAGE] Rank 521:	 161.180 MiB
[MEMUSAGE] Rank 522:	 163.262 MiB
[MEMUSAGE] Rank 523:	 161.242 MiB
[MEMUSAGE] Rank 524:	 161.547 MiB
[MEMUSAGE] Rank 525:	 163.312 MiB
[MEMUSAGE] Rank 526:	 161.418 MiB
[MEMUSAGE] Rank 527:	 161.402 MiB
[MEMUSAGE] Rank 528:	 161.277 MiB
[MEMUSAGE] Rank 529:	 161.410 MiB
[MEMUSAGE] Rank 530:	 161.289 MiB
[MEMUSAGE] Rank 531:	 161.184 MiB
[MEMUSAGE] Rank 532:	 161.434 MiB
[MEMUSAGE] Rank 533:	 161.352 MiB
[MEMUSAGE] Rank 534:	 161.383 MiB
[MEMUSAGE] Rank 535:	 161.281 MiB
[MEMUSAGE] Rank 536:	 161.473 MiB
[MEMUSAGE] Rank 537:	 161.320 MiB
[MEMUSAGE] Rank 538:	 159.520 MiB
[MEMUSAGE] Rank 539:	 161.125 MiB
[MEMUSAGE] Rank 540:	 161.277 MiB
[MEMUSAGE] Rank 541:	 163.219 MiB
[MEMUSAGE] Rank 542:	 161.246 MiB
[MEMUSAGE] Rank 543:	 163.348 MiB
[MEMUSAGE] Rank 544:	 161.281 MiB
[MEMUSAGE] Rank 545:	 161.176 MiB
[MEMUSAGE] Rank 546:	 161.402 MiB
[MEMUSAGE] Rank 547:	 161.285 MiB
[MEMUSAGE] Rank 548:	 161.125 MiB
[MEMUSAGE] Rank 549:	 161.262 MiB
[MEMUSAGE] Rank 550:	 163.188 MiB
[MEMUSAGE] Rank 551:	 161.168 MiB
[MEMUSAGE] Rank 552:	 161.371 MiB
[MEMUSAGE] Rank 553:	 161.203 MiB
[MEMUSAGE] Rank 554:	 161.273 MiB
[MEMUSAGE] Rank 555:	 161.234 MiB
[MEMUSAGE] Rank 556:	 161.230 MiB
[MEMUSAGE] Rank 557:	 161.211 MiB
[MEMUSAGE] Rank 558:	 161.242 MiB
[MEMUSAGE] Rank 559:	 161.250 MiB
[MEMUSAGE] Rank 560:	 161.312 MiB
[MEMUSAGE] Rank 561:	 161.109 MiB
[MEMUSAGE] Rank 562:	 161.090 MiB
[MEMUSAGE] Rank 563:	 161.074 MiB
[MEMUSAGE] Rank 564:	 161.105 MiB
[MEMUSAGE] Rank 565:	 161.137 MiB
[MEMUSAGE] Rank 566:	 161.055 MiB
[MEMUSAGE] Rank 567:	 161.051 MiB
[MEMUSAGE] Rank 568:	 161.250 MiB
[MEMUSAGE] Rank 569:	 161.395 MiB
[MEMUSAGE] Rank 570:	 163.117 MiB
[MEMUSAGE] Rank 571:	 161.098 MiB
[MEMUSAGE] Rank 572:	 161.387 MiB
[MEMUSAGE] Rank 573:	 161.164 MiB
[MEMUSAGE] Rank 574:	 161.145 MiB
[MEMUSAGE] Rank 575:	 160.969 MiB
[MEMUSAGE] Rank 576:	 161.141 MiB
[MEMUSAGE] Rank 577:	 161.398 MiB
[MEMUSAGE] Rank 578:	 163.410 MiB
[MEMUSAGE] Rank 579:	 163.141 MiB
[MEMUSAGE] Rank 580:	 161.277 MiB
[MEMUSAGE] Rank 581:	 161.402 MiB
[MEMUSAGE] Rank 582:	 159.375 MiB
[MEMUSAGE] Rank 583:	 161.336 MiB
[MEMUSAGE] Rank 584:	 163.270 MiB
[MEMUSAGE] Rank 585:	 160.992 MiB
[MEMUSAGE] Rank 586:	 161.180 MiB
[MEMUSAGE] Rank 587:	 161.176 MiB
[MEMUSAGE] Rank 588:	 161.211 MiB
[MEMUSAGE] Rank 589:	 161.285 MiB
[MEMUSAGE] Rank 590:	 161.246 MiB
[MEMUSAGE] Rank 591:	 161.152 MiB
[MEMUSAGE] Rank 592:	 161.156 MiB
[MEMUSAGE] Rank 593:	 161.043 MiB
[MEMUSAGE] Rank 594:	 161.207 MiB
[MEMUSAGE] Rank 595:	 163.480 MiB
[MEMUSAGE] Rank 596:	 161.613 MiB
[MEMUSAGE] Rank 597:	 161.316 MiB
[MEMUSAGE] Rank 598:	 161.234 MiB
[MEMUSAGE] Rank 599:	 161.270 MiB
[MEMUSAGE] Rank 600:	 161.594 MiB
[MEMUSAGE] Rank 601:	 159.223 MiB
[MEMUSAGE] Rank 602:	 161.117 MiB
[MEMUSAGE] Rank 603:	 161.309 MiB
[MEMUSAGE] Rank 604:	 161.395 MiB
[MEMUSAGE] Rank 605:	 161.438 MiB
[MEMUSAGE] Rank 606:	 161.266 MiB
[MEMUSAGE] Rank 607:	 161.676 MiB
[MEMUSAGE] Rank 608:	 163.711 MiB
[MEMUSAGE] Rank 609:	 161.285 MiB
[MEMUSAGE] Rank 610:	 161.461 MiB
[MEMUSAGE] Rank 611:	 161.043 MiB
[MEMUSAGE] Rank 612:	 161.254 MiB
[MEMUSAGE] Rank 613:	 161.270 MiB
[MEMUSAGE] Rank 614:	 161.363 MiB
[MEMUSAGE] Rank 615:	 161.535 MiB
[MEMUSAGE] Rank 616:	 161.422 MiB
[MEMUSAGE] Rank 617:	 161.422 MiB
[MEMUSAGE] Rank 618:	 161.379 MiB
[MEMUSAGE] Rank 619:	 161.305 MiB
[MEMUSAGE] Rank 620:	 161.363 MiB
[MEMUSAGE] Rank 621:	 161.148 MiB
[MEMUSAGE] Rank 622:	 161.430 MiB
[MEMUSAGE] Rank 623:	 161.188 MiB
[MEMUSAGE] Rank 624:	 161.410 MiB
[MEMUSAGE] Rank 625:	 161.238 MiB
[MEMUSAGE] Rank 626:	 163.406 MiB
[MEMUSAGE] Rank 627:	 161.289 MiB
[MEMUSAGE] Rank 628:	 161.242 MiB
[MEMUSAGE] Rank 629:	 161.199 MiB
[MEMUSAGE] Rank 630:	 161.129 MiB
[MEMUSAGE] Rank 631:	 161.066 MiB
[MEMUSAGE] Rank 632:	 161.281 MiB
[MEMUSAGE] Rank 633:	 161.176 MiB
[MEMUSAGE] Rank 634:	 161.348 MiB
[MEMUSAGE] Rank 635:	 161.324 MiB
[MEMUSAGE] Rank 636:	 159.145 MiB
[MEMUSAGE] Rank 637:	 163.098 MiB
[MEMUSAGE] Rank 638:	 161.016 MiB
[MEMUSAGE] Rank 639:	 161.094 MiB
[MEMUSAGE] Rank 640:	 161.223 MiB
[MEMUSAGE] Rank 641:	 161.418 MiB
[MEMUSAGE] Rank 642:	 161.363 MiB
[MEMUSAGE] Rank 643:	 160.973 MiB
[MEMUSAGE] Rank 644:	 161.133 MiB
[MEMUSAGE] Rank 645:	 163.324 MiB
[MEMUSAGE] Rank 646:	 161.441 MiB
[MEMUSAGE] Rank 647:	 161.277 MiB
[MEMUSAGE] Rank 648:	 161.164 MiB
[MEMUSAGE] Rank 649:	 161.238 MiB
[MEMUSAGE] Rank 650:	 161.105 MiB
[MEMUSAGE] Rank 651:	 161.137 MiB
[MEMUSAGE] Rank 652:	 161.242 MiB
[MEMUSAGE] Rank 653:	 161.164 MiB
[MEMUSAGE] Rank 654:	 163.062 MiB
[MEMUSAGE] Rank 655:	 161.008 MiB
[MEMUSAGE] Rank 656:	 160.809 MiB
[MEMUSAGE] Rank 657:	 159.195 MiB
[MEMUSAGE] Rank 658:	 161.109 MiB
[MEMUSAGE] Rank 659:	 161.336 MiB
[MEMUSAGE] Rank 660:	 161.203 MiB
[MEMUSAGE] Rank 661:	 161.188 MiB
[MEMUSAGE] Rank 662:	 161.078 MiB
[MEMUSAGE] Rank 663:	 161.320 MiB
[MEMUSAGE] Rank 664:	 159.324 MiB
[MEMUSAGE] Rank 665:	 160.949 MiB
[MEMUSAGE] Rank 666:	 160.949 MiB
[MEMUSAGE] Rank 667:	 161.137 MiB
[MEMUSAGE] Rank 668:	 161.199 MiB
[MEMUSAGE] Rank 669:	 161.281 MiB
[MEMUSAGE] Rank 670:	 161.195 MiB
[MEMUSAGE] Rank 671:	 161.215 MiB
[MEMUSAGE] Rank 672:	 159.109 MiB
[MEMUSAGE] Rank 673:	 163.352 MiB
[MEMUSAGE] Rank 674:	 161.105 MiB
[MEMUSAGE] Rank 675:	 160.965 MiB
[MEMUSAGE] Rank 676:	 161.367 MiB
[MEMUSAGE] Rank 677:	 161.035 MiB
[MEMUSAGE] Rank 678:	 161.090 MiB
[MEMUSAGE] Rank 679:	 161.223 MiB
[MEMUSAGE] Rank 680:	 161.273 MiB
[MEMUSAGE] Rank 681:	 161.133 MiB
[MEMUSAGE] Rank 682:	 161.312 MiB
[MEMUSAGE] Rank 683:	 161.012 MiB
[MEMUSAGE] Rank 684:	 161.102 MiB
[MEMUSAGE] Rank 685:	 163.445 MiB
[MEMUSAGE] Rank 686:	 161.230 MiB
[MEMUSAGE] Rank 687:	 161.398 MiB
[MEMUSAGE] Rank 688:	 161.168 MiB
[MEMUSAGE] Rank 689:	 161.219 MiB
[MEMUSAGE] Rank 690:	 159.180 MiB
[MEMUSAGE] Rank 691:	 161.258 MiB
[MEMUSAGE] Rank 692:	 161.043 MiB
[MEMUSAGE] Rank 693:	 161.074 MiB
[MEMUSAGE] Rank 694:	 161.242 MiB
[MEMUSAGE] Rank 695:	 161.363 MiB
[MEMUSAGE] Rank 696:	 163.305 MiB
[MEMUSAGE] Rank 697:	 161.273 MiB
[MEMUSAGE] Rank 698:	 161.262 MiB
[MEMUSAGE] Rank 699:	 161.148 MiB
[MEMUSAGE] Rank 700:	 161.375 MiB
[MEMUSAGE] Rank 701:	 161.156 MiB
[MEMUSAGE] Rank 702:	 160.938 MiB
[MEMUSAGE] Rank 703:	 161.059 MiB
[MEMUSAGE] Rank 704:	 161.133 MiB
[MEMUSAGE] Rank 705:	 161.105 MiB
[MEMUSAGE] Rank 706:	 159.090 MiB
[MEMUSAGE] Rank 707:	 163.051 MiB
[MEMUSAGE] Rank 708:	 161.219 MiB
[MEMUSAGE] Rank 709:	 161.176 MiB
[MEMUSAGE] Rank 710:	 161.012 MiB
[MEMUSAGE] Rank 711:	 161.055 MiB
[MEMUSAGE] Rank 712:	 161.180 MiB
[MEMUSAGE] Rank 713:	 161.039 MiB
[MEMUSAGE] Rank 714:	 161.145 MiB
[MEMUSAGE] Rank 715:	 160.930 MiB
[MEMUSAGE] Rank 716:	 161.207 MiB
[MEMUSAGE] Rank 717:	 161.203 MiB
[MEMUSAGE] Rank 718:	 161.137 MiB
[MEMUSAGE] Rank 719:	 160.820 MiB
[MEMUSAGE] Rank 720:	 160.891 MiB
[MEMUSAGE] Rank 721:	 160.902 MiB
[MEMUSAGE] Rank 722:	 160.859 MiB
[MEMUSAGE] Rank 723:	 160.918 MiB
[MEMUSAGE] Rank 724:	 161.008 MiB
[MEMUSAGE] Rank 725:	 160.816 MiB
[MEMUSAGE] Rank 726:	 160.988 MiB
[MEMUSAGE] Rank 727:	 160.785 MiB
[MEMUSAGE] Rank 728:	 160.891 MiB
EXECUTION VERIFICATION CHECK: SUCCESS
