nodelist=n23m[0177-0179,0181-0186,0195-0198,0204-0206]
# MPI communication: MPI-RMA with lock_all
# Running problem size 20^3 per domain until completion
# Num processors: 729
# Total number of elements: 5832000 

To run other sizes, use -s <integer>.
To run a fixed number of iterations, use -i <integer>.
To run a more or less balanced region set, use -b <integer>.
To change the relative costs of regions, use -c <integer>.
To print out progress, use -p
To write an output file for VisIt, use -v
See help (-h) for more options

Run completed:
   Problem size        =  20
   MPI tasks           =  729
   Iteration count     =  6499
   Final Origin Energy =  5.162211e+06
   Testing Plane 0 of Energy Array on rank 0:
        MaxAbsDiff   = 3.288733e-09
        TotalAbsDiff = 4.116191e-08
        MaxRelDiff   = 3.075683e-14

Elapsed time         =    1.4e+02 (s)
Grind time (us/z/c)  =  2.7280688 (per dom)  ( 141.83775 overall)
FOM                  =     267222 (z/s)

[MEMUSAGE] Total Memory Consumption (max_rss): 117698.836 MiB
[MEMUSAGE] Rank 0:	 161.414 MiB
[MEMUSAGE] Rank 502:	 161.301 MiB
[MEMUSAGE] Rank 503:	 161.059 MiB
[MEMUSAGE] Rank 504:	 161.375 MiB
[MEMUSAGE] Rank 505:	 161.336 MiB
[MEMUSAGE] Rank 506:	 161.621 MiB
[MEMUSAGE] Rank 507:	 161.426 MiB
[MEMUSAGE] Rank 508:	 161.492 MiB
[MEMUSAGE] Rank 509:	 161.207 MiB
[MEMUSAGE] Rank 510:	 161.547 MiB
[MEMUSAGE] Rank 511:	 163.395 MiB
[MEMUSAGE] Rank 512:	 161.246 MiB
[MEMUSAGE] Rank 513:	 161.258 MiB
[MEMUSAGE] Rank 514:	 161.641 MiB
[MEMUSAGE] Rank 515:	 161.523 MiB
[MEMUSAGE] Rank 516:	 163.227 MiB
[MEMUSAGE] Rank 517:	 161.543 MiB
[MEMUSAGE] Rank 518:	 161.699 MiB
[MEMUSAGE] Rank 519:	 161.418 MiB
[MEMUSAGE] Rank 520:	 163.449 MiB
[MEMUSAGE] Rank 521:	 161.609 MiB
[MEMUSAGE] Rank 522:	 161.465 MiB
[MEMUSAGE] Rank 523:	 161.539 MiB
[MEMUSAGE] Rank 524:	 161.461 MiB
[MEMUSAGE] Rank 525:	 163.684 MiB
[MEMUSAGE] Rank 526:	 161.660 MiB
[MEMUSAGE] Rank 527:	 161.578 MiB
[MEMUSAGE] Rank 528:	 161.461 MiB
[MEMUSAGE] Rank 529:	 161.457 MiB
[MEMUSAGE] Rank 530:	 161.574 MiB
[MEMUSAGE] Rank 531:	 161.082 MiB
[MEMUSAGE] Rank 532:	 161.594 MiB
[MEMUSAGE] Rank 533:	 163.301 MiB
[MEMUSAGE] Rank 534:	 161.645 MiB
[MEMUSAGE] Rank 535:	 163.254 MiB
[MEMUSAGE] Rank 536:	 161.602 MiB
[MEMUSAGE] Rank 537:	 161.297 MiB
[MEMUSAGE] Rank 538:	 161.383 MiB
[MEMUSAGE] Rank 539:	 163.426 MiB
[MEMUSAGE] Rank 540:	 161.289 MiB
[MEMUSAGE] Rank 541:	 161.605 MiB
[MEMUSAGE] Rank 542:	 159.418 MiB
[MEMUSAGE] Rank 543:	 161.160 MiB
[MEMUSAGE] Rank 544:	 161.520 MiB
[MEMUSAGE] Rank 545:	 161.309 MiB
[MEMUSAGE] Rank 546:	 161.250 MiB
[MEMUSAGE] Rank 547:	 161.477 MiB
[MEMUSAGE] Rank 548:	 161.363 MiB
[MEMUSAGE] Rank 549:	 161.031 MiB
[MEMUSAGE] Rank 550:	 161.207 MiB
[MEMUSAGE] Rank 551:	 161.426 MiB
[MEMUSAGE] Rank 552:	 161.375 MiB
[MEMUSAGE] Rank 553:	 161.441 MiB
[MEMUSAGE] Rank 554:	 163.332 MiB
[MEMUSAGE] Rank 555:	 161.469 MiB
[MEMUSAGE] Rank 556:	 161.383 MiB
[MEMUSAGE] Rank 557:	 161.211 MiB
[MEMUSAGE] Rank 558:	 161.238 MiB
[MEMUSAGE] Rank 559:	 161.625 MiB
[MEMUSAGE] Rank 560:	 161.402 MiB
[MEMUSAGE] Rank 561:	 161.363 MiB
[MEMUSAGE] Rank 562:	 161.164 MiB
[MEMUSAGE] Rank 563:	 161.535 MiB
[MEMUSAGE] Rank 564:	 161.473 MiB
[MEMUSAGE] Rank 565:	 161.453 MiB
[MEMUSAGE] Rank 566:	 161.348 MiB
[MEMUSAGE] Rank 567:	 161.348 MiB
[MEMUSAGE] Rank 568:	 161.613 MiB
[MEMUSAGE] Rank 569:	 161.383 MiB
[MEMUSAGE] Rank 570:	 161.422 MiB
[MEMUSAGE] Rank 571:	 161.336 MiB
[MEMUSAGE] Rank 572:	 163.406 MiB
[MEMUSAGE] Rank 573:	 161.301 MiB
[MEMUSAGE] Rank 574:	 163.219 MiB
[MEMUSAGE] Rank 575:	 161.383 MiB
[MEMUSAGE] Rank 576:	 159.160 MiB
[MEMUSAGE] Rank 577:	 161.383 MiB
[MEMUSAGE] Rank 578:	 161.289 MiB
[MEMUSAGE] Rank 579:	 161.523 MiB
[MEMUSAGE] Rank 580:	 161.422 MiB
[MEMUSAGE] Rank 581:	 163.367 MiB
[MEMUSAGE] Rank 582:	 161.297 MiB
[MEMUSAGE] Rank 583:	 161.359 MiB
[MEMUSAGE] Rank 584:	 161.461 MiB
[MEMUSAGE] Rank 585:	 161.207 MiB
[MEMUSAGE] Rank 586:	 161.379 MiB
[MEMUSAGE] Rank 587:	 161.492 MiB
[MEMUSAGE] Rank 588:	 161.234 MiB
[MEMUSAGE] Rank 589:	 161.234 MiB
[MEMUSAGE] Rank 590:	 161.297 MiB
[MEMUSAGE] Rank 591:	 161.379 MiB
[MEMUSAGE] Rank 592:	 161.383 MiB
[MEMUSAGE] Rank 593:	 161.262 MiB
[MEMUSAGE] Rank 594:	 161.027 MiB
[MEMUSAGE] Rank 595:	 161.234 MiB
[MEMUSAGE] Rank 596:	 161.121 MiB
[MEMUSAGE] Rank 597:	 161.445 MiB
[MEMUSAGE] Rank 598:	 161.453 MiB
[MEMUSAGE] Rank 599:	 161.246 MiB
[MEMUSAGE] Rank 600:	 161.055 MiB
[MEMUSAGE] Rank 601:	 161.227 MiB
[MEMUSAGE] Rank 602:	 159.246 MiB
[MEMUSAGE] Rank 603:	 161.273 MiB
[MEMUSAGE] Rank 604:	 161.328 MiB
[MEMUSAGE] Rank 605:	 161.453 MiB
[MEMUSAGE] Rank 606:	 161.500 MiB
[MEMUSAGE] Rank 607:	 161.402 MiB
[MEMUSAGE] Rank 608:	 159.441 MiB
[MEMUSAGE] Rank 609:	 161.633 MiB
[MEMUSAGE] Rank 610:	 161.426 MiB
[MEMUSAGE] Rank 611:	 161.160 MiB
[MEMUSAGE] Rank 612:	 161.191 MiB
[MEMUSAGE] Rank 613:	 161.383 MiB
[MEMUSAGE] Rank 614:	 163.477 MiB
[MEMUSAGE] Rank 615:	 161.555 MiB
[MEMUSAGE] Rank 616:	 161.520 MiB
[MEMUSAGE] Rank 617:	 161.191 MiB
[MEMUSAGE] Rank 618:	 161.273 MiB
[MEMUSAGE] Rank 619:	 159.250 MiB
[MEMUSAGE] Rank 620:	 161.348 MiB
[MEMUSAGE] Rank 621:	 161.148 MiB
[MEMUSAGE] Rank 622:	 161.297 MiB
[MEMUSAGE] Rank 623:	 161.277 MiB
[MEMUSAGE] Rank 624:	 161.441 MiB
[MEMUSAGE] Rank 625:	 161.344 MiB
[MEMUSAGE] Rank 626:	 161.387 MiB
[MEMUSAGE] Rank 627:	 161.215 MiB
[MEMUSAGE] Rank 628:	 161.262 MiB
[MEMUSAGE] Rank 629:	 161.215 MiB
[MEMUSAGE] Rank 630:	 161.285 MiB
[MEMUSAGE] Rank 631:	 161.219 MiB
[MEMUSAGE] Rank 632:	 161.523 MiB
[MEMUSAGE] Rank 633:	 161.039 MiB
[MEMUSAGE] Rank 634:	 161.473 MiB
[MEMUSAGE] Rank 635:	 161.141 MiB
[MEMUSAGE] Rank 636:	 161.320 MiB
[MEMUSAGE] Rank 637:	 161.254 MiB
[MEMUSAGE] Rank 638:	 161.141 MiB
[MEMUSAGE] Rank 639:	 160.906 MiB
[MEMUSAGE] Rank 640:	 161.242 MiB
[MEMUSAGE] Rank 641:	 161.270 MiB
[MEMUSAGE] Rank 642:	 161.504 MiB
[MEMUSAGE] Rank 643:	 161.387 MiB
[MEMUSAGE] Rank 644:	 161.195 MiB
[MEMUSAGE] Rank 645:	 163.457 MiB
[MEMUSAGE] Rank 646:	 161.234 MiB
[MEMUSAGE] Rank 647:	 161.273 MiB
[MEMUSAGE] Rank 648:	 161.227 MiB
[MEMUSAGE] Rank 649:	 159.297 MiB
[MEMUSAGE] Rank 650:	 161.191 MiB
[MEMUSAGE] Rank 651:	 161.180 MiB
[MEMUSAGE] Rank 652:	 163.438 MiB
[MEMUSAGE] Rank 653:	 161.242 MiB
[MEMUSAGE] Rank 654:	 161.176 MiB
[MEMUSAGE] Rank 655:	 161.285 MiB
[MEMUSAGE] Rank 656:	 161.086 MiB
[MEMUSAGE] Rank 657:	 161.203 MiB
[MEMUSAGE] Rank 658:	 161.312 MiB
[MEMUSAGE] Rank 659:	 163.238 MiB
[MEMUSAGE] Rank 660:	 161.398 MiB
[MEMUSAGE] Rank 661:	 161.227 MiB
[MEMUSAGE] Rank 662:	 161.211 MiB
[MEMUSAGE] Rank 663:	 163.102 MiB
[MEMUSAGE] Rank 664:	 161.473 MiB
[MEMUSAGE] Rank 665:	 162.938 MiB
[MEMUSAGE] Rank 666:	 163.266 MiB
[MEMUSAGE] Rank 667:	 161.293 MiB
[MEMUSAGE] Rank 668:	 161.398 MiB
[MEMUSAGE] Rank 669:	 163.348 MiB
[MEMUSAGE] Rank 670:	 161.414 MiB
[MEMUSAGE] Rank 671:	 161.512 MiB
[MEMUSAGE] Rank 672:	 161.176 MiB
[MEMUSAGE] Rank 673:	 161.344 MiB
[MEMUSAGE] Rank 674:	 161.133 MiB
[MEMUSAGE] Rank 675:	 160.887 MiB
[MEMUSAGE] Rank 676:	 161.293 MiB
[MEMUSAGE] Rank 677:	 161.141 MiB
[MEMUSAGE] Rank 678:	 161.176 MiB
[MEMUSAGE] Rank 679:	 163.059 MiB
[MEMUSAGE] Rank 680:	 161.152 MiB
[MEMUSAGE] Rank 681:	 161.008 MiB
[MEMUSAGE] Rank 682:	 161.352 MiB
[MEMUSAGE] Rank 683:	 161.164 MiB
[MEMUSAGE] Rank 684:	 161.289 MiB
[MEMUSAGE] Rank 685:	 161.098 MiB
[MEMUSAGE] Rank 686:	 161.320 MiB
[MEMUSAGE] Rank 687:	 161.352 MiB
[MEMUSAGE] Rank 688:	 161.344 MiB
[MEMUSAGE] Rank 689:	 161.234 MiB
[MEMUSAGE] Rank 690:	 161.258 MiB
[MEMUSAGE] Rank 691:	 161.055 MiB
[MEMUSAGE] Rank 692:	 161.008 MiB
[MEMUSAGE] Rank 693:	 163.145 MiB
[MEMUSAGE] Rank 694:	 161.180 MiB
[MEMUSAGE] Rank 695:	 161.160 MiB
[MEMUSAGE] Rank 696:	 161.301 MiB
[MEMUSAGE] Rank 697:	 161.465 MiB
[MEMUSAGE] Rank 698:	 161.184 MiB
[MEMUSAGE] Rank 699:	 161.180 MiB
[MEMUSAGE] Rank 700:	 161.387 MiB
[MEMUSAGE] Rank 701:	 161.383 MiB
[MEMUSAGE] Rank 702:	 161.188 MiB
[MEMUSAGE] Rank 703:	 161.129 MiB
[MEMUSAGE] Rank 704:	 161.582 MiB
[MEMUSAGE] Rank 705:	 161.379 MiB
[MEMUSAGE] Rank 706:	 161.309 MiB
[MEMUSAGE] Rank 707:	 161.277 MiB
[MEMUSAGE] Rank 708:	 161.496 MiB
[MEMUSAGE] Rank 709:	 161.172 MiB
[MEMUSAGE] Rank 710:	 161.129 MiB
[MEMUSAGE] Rank 711:	 161.195 MiB
[MEMUSAGE] Rank 712:	 161.355 MiB
[MEMUSAGE] Rank 713:	 161.133 MiB
[MEMUSAGE] Rank 714:	 161.309 MiB
[MEMUSAGE] Rank 715:	 161.180 MiB
[MEMUSAGE] Rank 716:	 161.211 MiB
[MEMUSAGE] Rank 717:	 161.062 MiB
[MEMUSAGE] Rank 718:	 163.102 MiB
[MEMUSAGE] Rank 719:	 161.199 MiB
[MEMUSAGE] Rank 720:	 161.020 MiB
[MEMUSAGE] Rank 721:	 161.152 MiB
[MEMUSAGE] Rank 722:	 161.043 MiB
[MEMUSAGE] Rank 723:	 160.988 MiB
[MEMUSAGE] Rank 724:	 161.109 MiB
[MEMUSAGE] Rank 725:	 161.051 MiB
[MEMUSAGE] Rank 726:	 161.102 MiB
[MEMUSAGE] Rank 727:	 160.996 MiB
[MEMUSAGE] Rank 728:	 160.980 MiB
EXECUTION VERIFICATION CHECK: SUCCESS
